GEOID,Area (sq miles)
06001432501,5.3863423938227374e-11
06065045222,2.923465220077236e-10
06065045228,4.037952044787705e-09
06065046900,3.706961263872596e-07
06065047202,1.5534439501930695e-09
06065045125,3.2578185986486857e-09
06065048100,2.454873890154437e-09
06065050600,2.267364994208126e-10
06065981000,2.615354362934265e-10
06065051200,2.390842227027036e-09
06065043274,3.166725774131153e-10
06065043513,1.183459065637034e-10
06065043517,1.519616388803166e-09
06001406201,1.6114626833976022e-11
06001406202,1.5486661003861917e-11
06001406300,1.9182068918919415e-11
06111002905,7.906678447876228e-10
06085503333,8.172354845560675e-11
06037128801,1.8577930308875347e-11
06037139504,1.0912373938237545e-11
06001450501,4.585508320463228e-11
06037191902,2.7391604826262475e-11
06037194102,1.3218253764480948e-10
06037195803,1.4232629922784272e-11
06037102105,1.8611164478766498e-11
06037104124,1.6937277065637135e-10
06037104821,2.00944077219958e-11
06037106408,8.662297104242081e-12
06019004406,9.790645289577411e-11
06019004503,9.87564177606216e-11
06019004504,9.985655328186617e-11
06019004505,1.0054605984556156e-10
06099001002,7.696066216216472e-11
06037115104,3.854382972970642e-11
06037119201,3.597790888030397e-11
06037125501,1.751880579149572e-11
06037800204,3.0383505984558314e-10
06037571703,1.4949999420852678e-11
06037901209,2.270900027355214e-08
06067002500,3.927159884169998e-11
06099002602,1.0554619401544379e-10
06099002604,6.981736332046015e-11
06099002605,6.485426293438016e-11
06099002701,7.9729230888044e-11
06099003803,6.940214575288478e-11
06099003904,1.4551765830118498e-10
06059089001,4.903234980694832e-11
06037134422,8.868338938225233e-11
06037134520,3.652621795366559e-11
06059099241,5.112426698841224e-11
06059099242,4.601527760618642e-11
06059099405,4.920739671814649e-11
06059099407,4.884682741312813e-11
06059099408,4.9990792664107175e-11
06059099410,4.941831602316883e-11
06059099411,4.9891413127404927e-11
06059099412,6.167227181466444e-11
06059110201,7.33764584942205e-11
06059110117,5.0070512162150425e-11
06059074601,4.4093393243238146e-11
06059075100,5.616504768339112e-11
06059075201,4.348629169884242e-11
06059075202,4.390302007721374e-11
06067003900,9.788334787643171e-11
06065045128,1.2380700115830053e-10
06065045613,3.172947177606289e-10
06065045127,6.671196911197327e-11
06065049101,7.410632104246265e-11
06065045614,3.565196166023087e-10
06065043824,1.1421762913127452e-09
06065043524,7.446714111969296e-11
06065050901,1.6838578938223015e-10
06065049002,1.7511809343630532e-10
06065043521,8.505029903475786e-11
06065043522,9.802158745173345e-11
06065046502,3.895763590733543e-11
06065050902,4.5509793436300236e-11
06065043523,1.7543427413127373e-10
06065042629,4.3808012934362177e-11
06065049001,2.4314911563703544e-10
06065042522,3.8329868918931635e-11
06065042523,7.694126486486346e-11
06065031504,4.4858463320466596e-11
06065031503,5.203224575290585e-11
06065040304,5.003847857142351e-11
06065040305,7.662358938224043e-11
06065040622,8.059865270270006e-11
06065040618,7.018270428571013e-10
06065044406,6.302069000000035e-09
06065043519,1.5237795501930354e-10
06065042625,6.897306472973036e-10
06065030605,2.828612343629331e-10
06065050503,8.12296583011615e-11
06065051302,1.142593927027037e-09
06065051301,1.4266694498068026e-10
06067004005,8.83015173745107e-11
06037134901,4.0101296332042913e-11
06059075301,6.273935173745054e-11
06059075302,5.170051833976394e-11
06067005402,2.2832904749035197e-10
06067005403,5.551187393821216e-11
06067005404,1.657855069498255e-10
06059087200,8.104340984554715e-11
06059087401,3.826233513513821e-11
06059087405,4.3711700772191044e-11
06067004012,7.93850712355144e-11
06067004100,8.108311737451463e-11
06067004202,6.547599189190051e-11
06067004203,6.526220984556199e-11
06065044524,4.758950940347462e-09
06065045618,2.8527172567567045e-09
06065045235,1.3416845115831134e-10
06065049102,9.908629034747581e-11
06065045611,7.391530289573291e-11
06065042632,7.954510945946267e-11
06065042631,4.9228771428569755e-11
06065044933,2.452780366794935e-11
06065044934,2.461561370656166e-11
06065941002,1.9304998127415304e-10
06065941001,1.9722238899613117e-10
06065045126,3.407481756756693e-11
06067004401,5.5307766023171724e-11
06111002102,5.132290694982795e-11
06111002200,1.1557275984555239e-10
06111002400,9.808260830116376e-11
06111002500,1.667641594594979e-10
06067004006,7.627007779922711e-11
06067005502,1.14520688030893e-10
06099001200,6.048841544402917e-11
06099001500,4.336351758687454e-10
06099001601,6.26181841698874e-11
06099001603,1.0470559536679726e-10
06099001700,4.818811891891032e-11
06099001300,1.43414459845544e-10
06067005601,1.0459552586872248e-10
06067004402,4.948442586872108e-11
06065042018,9.101003030887252e-11
06067004602,5.251404768339707e-11
06067004801,7.465630096525568e-11
06065030604,2.37525114285715e-10
06065041414,2.1045038455599244e-10
06065042630,6.315188725868384e-11
06065043203,3.378189136679508e-09
06065043518,1.221862148648385e-10
06065043208,6.632698436292804e-11
06065043202,1.0568413764478929e-10
06065042907,8.612300554053897e-10
06065049702,2.9815189320463223e-09
06065050501,6.14891820463298e-11
06065043205,6.801480945944074e-11
06099001400,1.1328357162162851e-10
06099001800,1.0566448359074213e-10
06099001900,1.1225699382239381e-10
06099002002,7.537662333976137e-10
06099002702,8.7778143243232e-11
06099002802,3.677440601737476e-09
06059099417,1.3611062432433996e-10
06059099504,8.678665772201611e-11
06067004802,5.675456312740813e-11
06065042752,2.7089139054053045e-10
06067004904,9.875135559846473e-11
06067005201,7.844303281853923e-11
06065043295,1.1943301138997917e-10
06065043204,1.9586268687259138e-10
06065043296,2.4935097413128264e-10
06065042750,5.555953453668032e-10
06065051401,1.4804328667952084e-10
06065042748,2.51059883011592e-10
06065045234,9.198415386099907e-11
06065045129,2.378897148648553e-10
06065042749,1.2383125366796028e-10
06065049701,9.416919189189815e-11
06065050702,1.2811248436291114e-10
06065050401,9.20414142857029e-11
06037135102,6.300101698842272e-11
06037135111,3.926051891890741e-11
06099003909,9.97877445946071e-11
06099003905,9.303238532816868e-11
06059110006,5.066969613899364e-11
06059110008,6.936604575291013e-11
06059110010,4.868039884169876e-11
06059110011,4.864610250965163e-11
06067005202,7.390672683396796e-11
06099003906,5.101039613899876e-11
06099003907,1.452242388030574e-10
06099000506,1.5365590540543942e-10
06075025200,2.593267992278585e-11
06075025300,1.5942163513506642e-11
06075025402,1.1878792277996116e-11
06067005605,5.1333751158289585e-11
06037910404,9.770374536678271e-11
06037910602,7.588584729729446e-11
06075025600,2.2780153667951643e-11
06067005702,1.3117348552123542e-10
06067005606,1.0388607451738313e-10
06067005701,1.046718449807146e-10
06067005801,1.0543622509651295e-10
06067002900,9.246251814671668e-11
06065041914,7.361810542471278e-10
06067003101,5.1075549034743843e-11
06065050402,6.124663359073881e-11
06065050701,5.026411716216279e-10
06065042751,8.22399069497982e-11
06065050502,4.697232335906532e-11
06065050302,3.830775233590682e-10
06065043210,1.4708987702702348e-10
06065043209,8.457839247104236e-11
06065050301,6.859040328184518e-11
06065049501,4.9536035328194865e-11
06065046501,1.405919739382232e-10
06065041601,3.1216101351358214e-11
06065049502,8.281875984555806e-11
06065045708,6.713082509652193e-11
06065045619,2.803991001930511e-09
06065045616,1.7382272635135037e-09
06065045612,1.4192348744594644e-08
06065045610,1.6011231891892241e-09
06065045617,1.5675132276062045e-09
06065044523,1.0741926897683125e-09
06065045615,1.6786263009651956e-09
06065045306,1.267357602316623e-10
06065045305,1.1854974131274388e-10
06065051402,1.368210501930427e-10
06065045709,6.378655579150958e-11
06059074701,3.937508822393628e-11
06059074702,3.3397173745173816e-11
06067002800,3.688583745174128e-11
06067003102,4.605083243242697e-11
06065040619,7.934416872585911e-11
06065040617,1.0154890444016589e-10
06065040620,7.902264324326562e-11
06065040621,4.872703243242499e-11
06065042906,4.2568006467182406e-10
06065041915,1.9023169853281796e-09
06065047902,2.3671160694979045e-10
06065042905,4.692001806949724e-10
06065042908,2.0046236196909806e-10
06065043201,1.0116212065637236e-10
06071012300,3.6349005984555204e-11
06071007104,1.3794844980696174e-10
06059074602,3.7932020463323734e-11
06059074802,4.2435757142851265e-11
06059075303,5.140398861003783e-11
06059075401,5.335915038610703e-11
06059075403,9.388085907336153e-11
06059075404,7.176461698841657e-11
06065042214,1.0113541191119612e-09
06037135202,6.655560752895147e-11
06065042004,2.1340204015443746e-10
06065046403,2.8256915212354487e-10
06065042206,1.0540422895753006e-10
06065040302,2.1619127934363642e-10
06065042003,4.343259115830334e-10
06065041806,6.004880482626554e-11
06065042213,1.0713503841698388e-10
06037910707,2.547705980695271e-10
06059087503,7.309054575289515e-11
06065041909,3.4904540386098295e-10
06065043005,5.539457777992266e-10
06065042207,9.37007884169928e-11
06065042008,2.0586267679536576e-09
06067005002,1.2217737200772483e-10
06067004906,3.820208378378285e-11
06067005101,8.159333532817167e-11
06111007403,1.3997921525096674e-10
06111007201,1.425110901544544e-10
06111007505,5.933603204633633e-11
06111007507,3.733124785714314e-10
06059087504,3.5585249806939756e-11
06059087601,4.9593581660231324e-11
06059087602,7.449570965251871e-11
06059087701,4.9102084362937964e-11
06059087703,4.9187422007714046e-11
06059089003,4.896162297296346e-11
06059089004,4.8572299227795914e-11
06099002004,1.2403248861004185e-10
06059089102,6.36983465250952e-11
06059089104,3.063457895753117e-11
06059089105,4.688731718147063e-11
06065041703,3.67800600386017e-11
06065041500,5.301228727799058e-10
06065044807,3.412742408301259e-09
06065046401,7.585814685714233e-09
06065042401,7.951346629343408e-10
06065043802,2.392834758687464e-10
06065042208,7.213968262547958e-11
06065030603,1.3414592258686025e-10
06065041904,1.455039749034723e-10
06065043701,7.525786565636791e-10
06065046405,1.5743404343630425e-10
06065043509,3.095753708494347e-10
06065042521,6.09591250965409e-11
06067002200,1.089545737451832e-10
06099002100,1.964337092664401e-10
06075025800,9.900674517377067e-12
06059099508,4.5633286679542876e-11
06059099509,4.2257781274128834e-11
06059099506,1.018375754826316e-10
06065042412,1.922833477799223e-09
06065042005,3.692384588803253e-10
06065045900,1.0263547413513583e-08
06065040902,2.884275274131134e-10
06065044507,3.9823756988418457e-10
06065043809,8.417019623552435e-10
06067004008,6.660781216216207e-11
06067004011,4.876717297297272e-11
06099002803,8.424932335909208e-11
06075025900,3.052072915058509e-11
06075026002,1.412144440153924e-11
06075026004,1.3265807528956056e-11
06075020500,1.0930931081072692e-11
06075061000,1.196863121621518e-10
06037533402,1.8294947683393456e-11
06037533501,1.5906347104246488e-11
06037576503,1.1716358301152577e-11
06059110012,8.900580135133277e-11
06059110014,2.504364691118324e-11
06059110202,4.959675115830346e-11
06067003400,9.134910424708426e-11
06067003300,9.484958474903663e-11
06067003502,5.0269687644798614e-11
06065046402,3.257414150579164e-10
06065030200,2.113526969112086e-10
06065040201,3.2268991833975965e-10
06065044300,2.0335560617760084e-10
06065042209,2.099894795366804e-10
06065040701,1.4421108436292952e-10
06065040606,9.83566988416891e-11
06065031701,6.047162212355039e-10
06065044904,1.2807507229729726e-09
06059110304,4.9565560617754145e-11
06059110401,8.540269710424016e-11
06059110402,7.375897567568174e-11
06065043222,3.2818803416988653e-10
06065043001,8.263669953668098e-10
06065030602,1.240708642857104e-10
06065042509,4.870619150578148e-11
06065041003,6.957163706563272e-11
06065041004,3.86672573166019e-10
06065042009,4.4497486293436625e-10
06065040502,3.377080440154311e-10
06059075405,3.321994189189596e-11
06059075505,6.298949613900235e-11
06059075506,4.96227594594635e-11
06059075507,4.7734552316600326e-11
06059075513,2.4935035714281658e-11
06059075514,1.921619961389297e-11
06067003700,5.694941930502455e-11
06067003800,1.953256258687244e-10
06037920015,3.2480896525099925e-10
06111007508,6.510511583012399e-11
06059076201,8.745872316602127e-11
06059087704,4.997613281853175e-11
06065043298,7.58100052123454e-11
06065043319,9.456612231660477e-10
06065043292,4.225527552123521e-09
06065043297,1.2431147144787297e-09
06065043294,1.1643261293437672e-10
06065043293,6.0639493140926506e-09
06065042802,1.186418573359135e-10
06065041415,1.1467720710424991e-09
06065047901,7.064741447876501e-11
06065043207,7.775323301158176e-11
06065042747,1.412305791505885e-10
06065043318,6.815300888030555e-11
06065042801,8.686462606178512e-11
06065041413,2.3126221525094706e-10
06065044407,1.83564267583011e-08
06065043520,2.3104032065639244e-10
06065042628,4.3775964092660474e-11
06065042746,3.245520598454479e-11
06065042626,6.370269920849322e-10
06065042627,4.393353667953769e-11
06065041602,9.199153185327729e-11
06065042015,6.886658185328528e-11
06065042016,4.259456254826635e-11
06065042017,5.5284810810804885e-11
06037920016,8.025272162161936e-11
06037920017,7.866400907336281e-11
06037920018,3.664752451735742e-11
06059087801,4.864371332046883e-11
06067002100,6.149050791505575e-11
06059099202,6.724643069497475e-11
06059099203,4.789097972974284e-11
06037134710,2.1550917567580668e-11
06099002901,1.2776306171428644e-08
06075026100,2.963968436293382e-11
06059074003,1.358657725868855e-10
06059099243,4.7403556370660004e-11
06059099244,4.892597915057859e-11
06059099510,4.954030617760183e-11
06059110203,4.8387608880304506e-11
06059110301,6.904133687258411e-11
06059110302,8.237020154441122e-11
06059110500,1.7353978841698506e-10
06059110603,7.092132123552137e-11
06059110604,1.3352985868725907e-10
06059110605,8.908624633203747e-11
06015000202,8.764844287258708e-08
06059001201,3.284484459461105e-11
06059063500,1.4699813262547876e-10
06059063601,6.877095617758449e-11
06059063603,1.4066959285714214e-10
06015000101,2.988276403475036e-10
06015000203,1.6833915822200654e-08
06015000201,4.701298167953559e-09
06015000102,9.870317557915154e-10
06111002600,5.14100187258841e-11
06059075603,6.082321795366977e-11
06059075606,2.0274446042470154e-10
06059076202,8.134173764477651e-11
06059076204,2.4602511969111644e-10
06059076205,6.693970945944425e-11
06037700901,3.9727857335914666e-11
06037700902,3.5986217760617554e-11
06037701000,5.363539980694863e-11
06037701201,7.320413880308772e-11
06037701202,1.525477625482961e-11
06059087803,4.9060419305025086e-11
06059087805,4.920763416988523e-11
06059087806,4.583779942086118e-11
06059087802,4.8618088610027695e-11
06059099204,4.8238935521221457e-11
06037702400,7.532894420850421e-11
06037900602,1.9538855521236566e-10
06059099212,4.8011063706569385e-11
06059099214,4.8983605598453265e-11
06059099245,4.8075552702710165e-11
06099003002,9.43029123359129e-10
06113010508,1.0089120694979542e-10
06059099511,8.643325057914329e-11
06037134302,4.9362138223947355e-11
06037134303,5.985816042469794e-11
06037134304,3.854307220076317e-11
06037134421,8.061362046331298e-11
06099003100,6.269011945752865e-09
06059110102,5.762175637067709e-11
06055200900,2.0095430598455794e-10
06055201300,1.5387837934363077e-10
06059062639,6.546504034749625e-11
06059110607,4.7379969305015145e-11
06059062637,6.029921563705706e-11
06059074801,3.274411235521396e-11
06059075809,1.2232969208494388e-10
06059110606,3.913471061776594e-11
06055202000,2.6851115270270635e-10
06055201800,3.051746320830124e-08
06075060400,2.6998781930502805e-10
06059063605,3.885053822394026e-11
06059063701,2.9342715830141657e-11
06059063702,4.923960714285237e-11
06059063802,4.6066911776070334e-11
06111004400,8.888664691120432e-11
06111007607,2.980343090733424e-10
06111005906,4.827525121621691e-10
06111001204,4.576758793243243e-09
06111008402,1.2214876324324204e-09
06111008304,1.3595103166023345e-10
06111007800,6.264284555984929e-11
06111006301,3.814388152509609e-10
06027000200,4.172851211679546e-08
06027000500,2.655164865625488e-07
06027000100,3.221590524555977e-08
06027000400,3.7840130540541536e-10
06067007206,7.47833377799239e-10
06067007207,3.5811273494213277e-10
06067005803,1.565597270270322e-10
06067005804,1.1593951158300394e-10
06077004204,6.084566563706747e-11
06077004302,8.977388223938318e-11
06077004305,9.042269189191206e-11
06077004402,1.7238347741311244e-10
06077005003,2.779587451351408e-09
06059076206,7.161488571428627e-11
06067007204,3.235852888031087e-10
06067007209,1.0262153918916587e-10
06067007402,1.122805754826319e-10
06067007403,8.866673301156904e-11
06067007208,3.1260178803090255e-10
06059088001,4.9252121621626974e-11
06059088002,4.51585071428536e-11
06067007413,2.2688184343631002e-10
06067007414,5.7466142857134334e-11
06067007416,4.752665115830432e-11
06059099215,4.9128223359078436e-11
06059099216,6.342873841698401e-11
06059099217,4.549990965249928e-11
06059099220,1.471360758687519e-10
06059099222,4.886256988416347e-11
06037920029,9.204738841698843e-11
06037920031,2.559423513513586e-10
06059099512,2.3216889382240793e-11
06067007417,9.833693359072028e-11
06037701302,1.718966660232216e-11
06037701501,2.3272271042469427e-11
06037701502,2.2997138996146774e-11
06037701601,4.598792374516678e-11
06037701602,2.4897681853281833e-11
06037701701,2.4746241891888373e-11
06107001501,3.036599830115684e-10
06059099513,3.8479389189192144e-11
06059099514,9.246393474903317e-11
06059099601,1.2173640135135385e-10
06059099602,4.990103552123646e-11
06037702501,5.064086486485393e-11
06037702502,6.84472243243331e-11
06037702600,8.189886274130749e-11
06037702700,5.090562779922448e-11
06037702802,2.29863505791506e-11
06059110303,4.829287432431771e-11
06037702803,3.1923324131266814e-11
06075026301,1.4508533397683208e-11
06075026302,2.961896486486736e-11
06059063803,1.0031803590736081e-10
06059063805,3.7786842857138644e-11
06055200201,5.546077683397677e-11
06037900606,6.621401467180573e-11
06059063807,9.798762413127826e-11
06059074300,1.9537984555973714e-11
06059074403,1.6741119034749945e-10
06055200202,4.108712451736888e-11
06055200203,3.376858667954456e-11
06055200501,7.840050231660198e-11
06059076208,8.19101932432474e-11
06059086301,6.998577741312836e-11
06059086304,4.808038841698797e-11
06059086305,5.46832154440228e-11
06059086306,7.049681621622276e-11
06077005001,2.2982480694977734e-10
06059088101,1.3077777297299164e-10
06059088104,4.196584478764314e-11
06059088105,4.6996839768340894e-11
06059088106,4.220654768340037e-11
06055200503,5.418231447877126e-11
06075020401,1.2937338223936561e-11
06059099225,1.4362894575289365e-10
06061021123,4.73742336293456e-10
06067007422,3.899684864864252e-11
06087101200,2.3771099459458967e-10
06059099223,4.926171370656733e-11
06059099224,4.8035187065637935e-11
06061022014,1.2885447866988385e-08
06061022011,5.263315239768407e-09
06061022013,1.319443784633205e-08
06061020402,3.351625167953798e-10
06061020502,1.1033151326254672e-09
06061021204,1.2569620667953314e-09
06061021604,3.783197251544414e-09
06061020714,9.378011640927572e-11
06061021603,1.715822903474941e-10
06061021122,1.2494063861004684e-10
06061020710,1.416903833976787e-10
06061021043,2.334577951737282e-10
06067005901,1.360280583011536e-10
06067006002,7.868170115829826e-11
06067006003,6.174787393822156e-11
06067006101,1.1170501930501301e-10
06067006102,5.226203764478475e-11
06059099604,4.813684961390113e-11
06059099605,7.264330791505802e-11
06059110104,6.684514034749713e-11
06067007701,9.79821025096585e-11
06067007702,1.0333145115831273e-10
06067007801,1.397967389961362e-10
06067007802,1.8964724942085626e-10
06067007904,9.041234980693046e-11
06067007905,9.759877142857424e-11
06037701702,2.287583976834429e-11
06067006202,6.498769208493453e-11
06067006300,1.1217447084943767e-10
06067006400,1.3782675830114198e-10
06037701801,7.145075656370105e-11
06037701802,4.706070733590957e-11
06037702201,4.5375296525098035e-11
06111001401,5.1222335521231464e-11
06089011802,1.8610262945945953e-09
06089011701,1.8375801409266385e-10
06089011001,1.8823959513513463e-09
06089012603,3.30489458760617e-08
06089010806,4.942732519305091e-10
06067006600,8.959055617760647e-11
06037703002,1.23440093629333e-10
06037703100,1.003712019305085e-10
06077005108,5.987393571429136e-11
06077005109,6.592080984555022e-11
06067008005,2.4753627992277507e-10
06067008006,2.198761048262696e-10
06067008007,8.468981776060648e-11
06067008009,1.7994932953668562e-10
06059086402,4.702175521235637e-11
06059086404,4.430104517373425e-11
06059086406,4.08269015444044e-11
06059086407,8.298869189191042e-11
06067008010,2.073704223938275e-10
06067008111,1.1302695810811022e-10
06067008113,6.458786640924508e-11
06067008117,3.774523494208761e-11
06067008119,9.609846196912685e-11
06067008120,7.883868416988889e-11
06059086501,5.3231536293436876e-11
06059086502,4.009895579151362e-11
06059088107,4.7233629343630197e-11
06059088201,4.9126620270272434e-11
06059088202,3.4926695945943904e-11
06059088203,4.905497895752547e-11
06059088301,6.224090231659622e-11
06067007001,1.355827492277914e-10
06037402304,2.6293518146712206e-11
06037208301,3.5047797297232548e-12
06067007007,1.5010856718147308e-10
06037219901,1.978326679535416e-11
06059099226,4.9204759266417876e-11
06067007501,1.0514581853280998e-10
06067007503,7.301721119690593e-11
06067007504,1.3677313648649698e-10
06037551401,2.7268344980693612e-11
06037651401,3.7798880115830425e-11
06037670324,2.0047651563705612e-10
06059099246,4.9438183976816336e-11
06059099701,7.330233378377289e-11
06067007010,1.0544259710423718e-10
06067007011,8.105370289574857e-11
06067007012,4.235010926641972e-11
06067007013,2.6869736293428237e-11
06019005515,2.5210919957528468e-09
06059110106,2.80765343629271e-11
06067007202,4.2243710270268614e-10
06077005123,9.836021833978287e-11
06077005125,3.724291698841776e-11
06077005126,5.359191969111902e-11
06077005303,5.29207243243209e-11
06077005403,8.962896486485987e-11
06111006200,2.333117152509514e-10
06111006302,5.988743822393646e-11
06059074803,6.518660154439581e-11
06059075607,7.780988011582701e-11
06059075701,7.93490144787571e-11
06059075805,4.904551177607111e-11
06059086601,4.885501698841159e-11
06111006500,5.859825115830835e-11
06111007700,5.607005237451521e-10
06111007903,1.4665724555985098e-10
06111007904,7.127525849420215e-11
06059086701,8.061596061775501e-11
06059086702,4.3231980308880693e-11
06059086801,6.112562200771398e-11
06059086602,4.302175250965838e-11
06059088302,7.30562391892018e-11
06059088401,4.8726270270261686e-11
06059088402,4.915258455598455e-11
06059088403,4.845540965251501e-11
06059088501,4.907827413127701e-11
06059088802,4.4726577606186534e-11
06059088901,7.356645772199943e-11
06059099227,6.468233223939587e-11
06059099229,1.696626801158318e-10
06059099230,4.7395210038610846e-11
06059099231,7.270335096526416e-11
06059099232,7.452264999998615e-11
06059099702,7.356891370657848e-11
06059110108,7.740254594596472e-11
06059110109,4.9470605598451194e-11
06059074405,3.974790270271331e-11
06059074806,2.3259094980692726e-11
06037407602,3.51270084942036e-11
06111006600,1.0249743243242695e-10
06059074901,3.7650804826261595e-11
06059074902,2.088416563706962e-11
06059075806,7.432959729729547e-11
06037189904,6.020231467177761e-12
06037190201,8.557417953665951e-12
06059075807,6.075577297296491e-11
06059075808,5.93807696911221e-11
06059075810,8.84532027027029e-11
06059086802,6.942900868725824e-11
06059086901,4.9361437837828954e-11
06059086902,4.935056467182307e-11
06059086803,7.314244478765138e-11
06059086903,4.946447355211641e-11
06059088601,5.459028976834408e-11
06059088602,4.899475405405453e-11
06059088502,4.879105444015632e-11
06059088903,7.319021833976504e-11
06059088904,4.89621513513444e-11
06059088905,4.9377690926640124e-11
06059088902,4.8390857915061164e-11
06059099235,4.7812449613915685e-11
06059099237,4.8477917953669223e-11
06059099238,4.860665135134837e-11
06037188100,7.956244305017758e-11
06037188300,3.4819914285707807e-11
06059099234,4.806352297296948e-11
06059099247,2.304530984555621e-11
06059099248,2.2809216023169458e-11
06059099249,2.154066853283059e-11
06037189300,7.19445955598278e-11
06059099250,4.871987722007871e-11
06059110110,7.414519150578591e-11
06065042623,1.7022932088803535e-09
06065042732,3.0599463378377837e-10
06059074406,5.746953030887177e-11
06059074408,1.7594762355207042e-11
06065043009,1.5756016853282246e-10
06065043601,4.701407915057109e-11
06065044404,4.62163408416987e-09
06065049600,1.4532272509653323e-10
06065042726,6.282107698841968e-10
06065940500,5.268566953860971e-09
06111006700,7.335478127412555e-11
06111006800,9.831944189188914e-11
06059074502,2.984206795367102e-11
06059075002,5.699328359073543e-11
06059075003,1.976994575289722e-11
06059075811,4.4433329343626366e-11
06059075812,6.010828610039998e-11
06059075815,5.1579289382221505e-11
06059075816,4.3778023359085526e-11
06059075901,4.865704613899342e-11
06059088701,4.91906743243205e-11
06059088801,4.688262837836719e-11
06037199120,3.627039845561113e-11
06037199201,1.490289864865707e-11
06037199202,3.599404517374202e-11
06037199300,9.77390610038537e-11
06111006400,2.958605972973041e-10
06111007506,8.478420727799123e-10
06111008001,3.799378590732298e-11
06111000400,1.5382051471042532e-09
06037199400,2.6292378378366484e-11
06037199700,3.659760482624014e-11
06037199900,1.670418339767802e-11
06037201110,3.824346698840549e-11
06111000600,7.240830482625305e-11
06111005401,6.040722277992271e-11
06111000901,3.7532865482627143e-10
06111007300,5.510411440347479e-09
06111007901,5.883261525097501e-11
06111000800,3.6413793519304616e-09
06111000302,3.922362265830078e-09
06111005911,2.649813378378439e-10
06111007202,3.048536864864843e-10
06111005907,1.3362321718146455e-10
06111001102,3.1078011621620855e-10
06111007402,6.558675868725537e-10
06111000902,1.9673397523166126e-09
06111001002,3.131245555984552e-10
06055201900,7.210115287451736e-09
06055201500,5.3513129057915074e-09
06055200703,8.943694980695837e-11
06055200400,2.5864905637064826e-10
06055201700,7.271108611582989e-09
06055200802,5.661938164092513e-10
06037127104,2.6731681660225e-11
06037127804,2.4098331467182733e-11
06037128102,2.4499444401552025e-11
06037132001,3.6577610038597806e-11
06037134001,2.203634633206498e-11
06111008005,3.2992473552124047e-11
06111000500,2.018667225675691e-09
06059099703,7.192733166023166e-11
06059110111,8.230487953666573e-11
06067009900,1.0603276753088739e-08
06067000100,8.857687162162179e-11
06037208802,7.974277799223665e-12
06037211921,3.494097876445307e-12
06037215102,9.718384942085705e-12
06037217002,2.9078611969110984e-11
06037221303,8.819868725866103e-12
06037920102,2.360355365019314e-08
06037920115,1.3632651332045386e-10
06111006900,1.0540679208493937e-10
06111007000,5.7431389189193935e-11
06111007100,9.128494517375297e-11
06059075902,7.202990714284511e-11
06037201120,2.988326254826028e-11
06037201501,3.3519288030891383e-11
06037201503,1.657032200771926e-11
06037201504,1.389114459460104e-11
06037201700,6.390366698841849e-11
06037203100,2.4787716023161622e-11
06037203300,5.62483955598556e-11
06037203500,6.257049208495594e-11
06037203710,1.0633905984555327e-11
06037203720,1.2102534749026578e-11
06075026303,1.6555964285711465e-11
06075026401,1.3455061776058539e-11
06075026402,1.571367374518061e-11
06075026403,1.4773798841693286e-11
06075030101,1.3814705791510642e-11
06075030102,5.03352210424644e-11
06075030201,1.4250091312736554e-11
06059099801,5.6509212355214314e-11
06059099802,3.734517162162934e-11
06059099803,4.806335212355834e-11
06059110114,5.835557220078509e-11
06037575801,1.639380617761107e-11
06037651221,2.6178458880313094e-11
06037554600,3.968127335907234e-11
06037620201,1.553531911197198e-11
06075030301,2.975624613899564e-11
06075030302,2.3590342857140664e-11
06075030400,3.837956081079796e-11
06037189201,1.2286314092663618e-11
06037211803,5.2611277992259784e-12
06037211922,3.502717181472496e-12
06037212501,3.0009285714334094e-12
06037241201,1.8294730694989935e-11
06037702002,4.774574362934066e-11
06037267901,4.2212550579150726e-11
06037269906,7.838955405404923e-12
06081611700,4.952010285714282e-10
06029006201,3.413235328957427e-09
06059110116,4.59455154440093e-11
06059075004,1.2944908108101259e-11
06075030500,4.434567857142609e-11
06075030600,2.058787567567577e-11
06075030700,5.6685571814673056e-11
06075030800,4.905287953668691e-11
06059076102,8.99589606177663e-11
06059076103,6.072284633204454e-11
06037203900,1.6904052509645984e-11
06037204110,2.2759301351358912e-11
06037204120,9.928203088806209e-12
06037204300,2.4255633397686242e-11
06037204600,2.1955513127413527e-11
06037204700,3.810764362932505e-11
06037204810,2.9024460617767937e-11
06037204820,1.2065401930499487e-11
06037204910,1.9535249806953615e-11
06037137301,6.077278436295066e-11
06037137302,9.238203474902831e-11
06107002202,1.0547376602316295e-10
06059099902,5.10991216216251e-11
06037137401,8.974701312742396e-11
06037141400,7.482763532816575e-11
06037535001,1.6941070849414797e-11
06037603005,2.4489119111977168e-11
06037604001,2.4796937644786842e-11
06037104203,2.6761802123555654e-11
06037102107,4.882402287644749e-10
06037620904,3.723750386102338e-11
06037650003,1.9110447683400982e-11
06095250106,7.353567837837872e-10
06095250104,5.198152509653076e-11
06037203800,1.837320617760823e-11
06037208610,1.320299999999842e-11
06037208620,1.222981428571817e-11
06037208903,6.005677027029164e-12
06037209300,1.1547940733584737e-11
06037209510,6.87977567568062e-12
06037210010,1.5417432046333802e-11
06037190510,1.2010001351353723e-11
06037190520,9.202416409258568e-12
06037190902,1.836856100386517e-11
